student_id,3444_1,3444_2,3444_3,3444_4,3444_5,3445_1,3445_2,3445_3,3445_4,3445_5,3446_1,3446_2,3446_3,3446_4,3446_5,3447_1,3447_2,3447_3,3447_4,3447_5,3448_1,3448_2,3448_3,3448_4,3448_5,3449_1,3449_2,3449_3,3449_4,3449_5,3450_1,3450_2,3450_3,3450_4,3450_5,3451_1,3451_2,3451_3,3451_4,3451_5,3452_1,3452_2,3452_3,3452_4,3452_5,3453_1,3453_2,3453_3,3453_4,3453_5,3454_1,3454_2,3454_3,3454_4,3454_5,3455_1,3455_2,3455_3,3455_4,3455_5,3456_1,3456_2,3456_3,3456_4,3456_5,3457_1,3457_2,3457_3,3457_4,3457_5,3458_1,3458_2,3458_3,3458_4,3458_5,3459_1,3459_2,3459_3,3459_4,3459_5,3460_1,3460_2,3460_3,3460_4,3460_5,3461_1,3461_2,3461_3,3461_4,3461_5,3462_1,3462_2,3462_3,3462_4,3462_5,3463_1,3463_2,3463_3,3463_4,3463_5,3464_1,3464_2,3464_3,3464_4,3464_5,3465_1,3465_2,3465_3,3465_4,3465_5
I101409,0.669326667,0.345904796,0.050233778,,,,,1.404407723,0.357037664,,,0.065682995,0.345296571,0.669266197,-1.424982282,0.618314558,0.106351737,-0.512356442,0.278343493,,0.915573538,0.915401859,-1.355808308,-0.087344796,,,0.862105101,-0.136931525,,,0.88444448,0.50110052,-0.421990335,-0.229107393,,0.783262828,0.838156361,0.888847149,0.917227348,,,,,,,0.127656331,-0.49430695,-0.029017212,0.064831181,,0.012507698,-0.316960277,0.222307294,0.758406105,,-1.487293636,-0.882136971,-0.827370245,1.412324186,,,-1.217040213,-1.212243623,0.427136045,,0.107917674,0.456047188,-0.550769821,-0.428854374,0.061718731,,0.332774715,0.659540084,1.080104316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I101743,-0.447367465,-0.723135298,-0.445746722,,,,-1.03784872,-1.542720768,,,-0.488016708,-0.822303336,-0.336055311,-0.635411974,,-0.482866201,-0.460789495,-1.294950738,,,-1.571165303,-1.354633004,-2.180183023,,,-1.185963603,-1.894258155,-2.16115601,,,-1.506996325,-1.44563313,-1.492984841,,,-1.310361453,-0.834082052,-2.540456614,,,-0.535594261,-1.098966281,0.197710274,,,-0.412282681,-1.43308936,-0.971505156,0.532714415,,-0.695721037,-1.039629753,-0.685680006,,,-0.818467849,0.434431237,-0.456679218,,,-0.49450252,-0.378078963,-0.350355748,,,-0.010219681,-0.45205952,-0.456784212,,,-0.363378531,-0.64474144,-0.936790419,,,0.145387535,-1.190253146,0.807413406,,,-1.006669849,-0.711935749,-1.353500067,,,-0.23891909,0.121565214,0.922884221,,,0.073691058,-1.501891432,-0.254764781,,,,-1.909031497,-1.931795559,,,,-0.67721642,-2.048367504,,,,,,,
I101744,-0.396608641,-0.86150578,-0.445746722,,,,-1.14241616,-1.736610801,,,-0.526308748,-0.881760936,-0.432590044,-0.393114599,,-0.512627843,-0.448513711,-1.571733019,,,-1.633856198,-2.086088682,-2.180183023,,,-1.393915291,-2.032076318,-2.16115601,,,-1.550477067,-1.236497476,-1.492984841,-0.229107393,,-1.316465313,-0.65329952,-2.540456614,,,-0.629772157,-1.098966281,0.197710274,,,-0.513882092,-1.676806816,-1.139002389,0.532714415,,-0.740187982,-1.160497383,-0.733959693,-0.114997265,,-0.821866258,0.252043277,-0.565199603,-1.953929909,,-0.410646409,-0.517905838,-0.313790808,-0.393135566,,-0.097780309,-0.746609775,-0.43586336,-0.184433227,,-0.349087012,-0.587204863,-0.725954315,,,0.120537349,-1.242485634,0.876274612,,,-1.199311728,-0.80935033,-1.603272168,,,-0.324759699,0.360687992,0.922884221,,,0.021367451,-1.501891432,-0.254764781,,,,-1.807177541,-2.043580004,,,,-1.027384376,-2.048367504,,,,,-2.985228939,,
I101947,,-0.472018497,0.447018178,1.574394267,,,-0.072610808,0.148000314,-0.176188958,,0.095481055,-0.009716136,0.474149768,0.249905356,,0.618314558,0.106351737,0.302295934,-0.438537747,,,0.915401859,-0.531433593,,,,,,,,,-0.115334996,1.077401973,-0.229107393,,,,0.888847149,-1.881981741,,,0.86340191,,,,0.834278363,0.957492155,-0.867385254,-0.520022863,,0.744148954,1.107304868,-0.408698813,1.756581385,-1.548764394,,-0.145404502,-0.949716545,0.570760662,,,0.041401661,0.563767756,0.405830289,,,,0.342093461,-0.86881244,,,-0.571094622,,-0.299581375,,-0.340256097,0.448617962,-0.255016623,-0.137464506,,0.668730734,0.527601085,0.556186054,-0.177158826,0.369023678,-0.908475837,-1.282737644,0.922884221,-2.652267498,,,0.245500547,-1.545298375,,,,-0.177514235,-0.194055542,-0.33584579,,,0.03712621,-0.546758483,1.362918558,,,,1.15368925,-0.861143578,
I102196,-0.054456567,-0.666762139,0.380887445,-0.106490799,,,0.697886122,0.237253299,0.783618961,,0.265060092,0.443133887,0.423351873,0.493096346,0.712622778,,0.400104033,0.631879758,0.556159258,,0.13966014,0.525597893,-0.091767078,0.28971783,,-0.089176857,0.433337483,1.01976818,-0.306785653,,0.88444448,-0.96921234,0.883602967,0.384909042,,,-0.171304632,-0.669927289,-0.538361379,,,0.732577364,,,,0.422082178,0.307877613,0.526916043,0.418463858,-0.339752204,-0.116605465,-0.47229649,0.03129045,0.769375064,,0.663238511,0.075096413,0.437869536,0.450537302,,-0.051928602,-0.238252088,-0.090552226,0.485726874,1.417447224,0.879285111,0.025529506,0.032324568,0.315690045,0.308381377,0.397883038,0.825126305,0.780017857,-0.299581375,,0.714332539,-0.210317912,0.424113684,0.574942502,,-0.049298087,0.585324614,0.637064639,0.613434951,,0.842672577,0.242419159,0.071919017,-0.264568956,,0.251274209,,-0.125711422,0.606347884,,,,,,,,,,,,,,,,
I102200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.719133558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668730734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I102293,-0.054456567,-1.056249421,0.380887445,-0.106490799,,,0.520079138,0.217800725,0.783618961,,0.265060092,0.477188249,0.413552488,0.559011704,0.814413495,,0.418463552,0.619105191,0.628818766,,0.087008874,0.519600909,-0.133459592,0.253807104,,-0.135260334,0.433337483,1.01976818,-0.224036796,,,-0.92784804,0.873913016,0.384909042,,,-0.196541157,-0.358172402,-0.35514042,,,0.732577364,,,,0.426611806,0.283817815,0.471299201,0.418463858,-0.339752204,0.029522611,-0.407903895,0.091978624,0.810508661,,0.663238511,0.144026111,0.48671964,0.450537302,,-0.051928602,-0.337484064,-0.090552226,0.527577467,,0.879285111,0.106978797,0.109742598,0.315690045,0.308381377,0.426227883,0.711683355,0.7985529,-0.299581375,,0.714332539,-0.130141787,0.497537981,0.54822724,,-0.129079067,0.585324614,0.637064639,0.613434951,,,0.257068122,0.071919017,-0.264568956,,0.195779475,,-0.254764781,0.378889281,,,,,,,,,,,,,,,,
I102297,-0.054456567,-0.472018497,0.380887445,-0.106490799,,,0.520079138,0.237253299,0.807100501,,0.265060092,0.472486925,0.451621064,0.507822118,0.814413495,,0.418463552,0.619105191,0.628818766,,0.104391349,0.519600909,-0.178130143,0.231063644,,-0.156616091,0.511295232,1.01976818,-0.224036796,,,-0.96921234,0.873913016,0.384909042,,0.783262828,-0.171304632,-0.482874357,-0.538361379,,,0.732577364,,,,0.422082178,0.275396886,0.545670559,0.444986309,-0.339752204,0.012507698,-0.443160986,0.088733492,0.810508661,,0.663238511,0.152920265,0.48671964,0.402447958,,-0.051928602,-0.238252088,-0.146636796,0.485726874,,,0.084172995,0.205084138,0.350238034,0.308381377,0.426227883,0.825126305,0.960734518,-0.299581375,,0.726994838,-0.059050438,0.473892868,0.54822724,,-0.129079067,0.478991798,0.624694973,0.706784945,,,0.237710563,0.071919017,-0.264568956,,0.195779475,0.79156054,-0.070402839,0.606347884,,,,,,,,,,,,,,,,
I102298,-0.054456567,-0.642419184,0.415693094,0.061597708,,,0.546750185,0.287601137,0.777748577,,0.265060092,0.503601145,0.442313299,0.542883478,0.906950511,,0.418463552,0.583975133,0.628818766,,0.13966014,0.525597893,-0.133459592,0.28971783,,-0.111595846,0.476214245,1.01976818,-0.306785653,,0.88444448,-0.812947205,0.873913016,0.384909042,,,-0.283466965,-0.358172402,-0.538361379,,,0.732577364,,,,0.426611806,0.283817815,0.502119764,0.464243698,-0.339752204,0.012507698,-0.417521547,0.044373831,0.769375064,,0.663238511,0.144026111,0.48671964,0.450537302,,-0.051928602,-0.202167734,-0.126331115,0.485726874,,,0.084172995,0.15507681,0.40458167,0.308381377,0.397883038,0.825126305,0.967647177,-0.299581375,,0.714332539,-0.070475833,0.497537981,0.54822724,,-0.129079067,0.585324614,0.684640277,0.748631495,,0.842672577,0.237710563,0.040778149,-0.264568956,,0.195779475,,-0.125711422,0.606347884,,,,,,,,,,,,,,,,
I102333,-0.054456567,-0.926420327,0.398760616,-0.075929252,,,0.67812979,0.228821843,0.760560513,,0.265060092,0.503601145,0.477942288,0.541460989,1.01799493,,0.418463552,0.619105191,0.628818766,,0.13966014,0.519600909,-0.178130143,0.231063644,,-0.135260334,0.476214245,1.01976818,-0.366966639,,0.88444448,-0.96921234,0.873913016,0.384909042,,,-0.196541157,-0.358172402,-0.660508684,,,0.732577364,,,,0.431042965,0.283817815,0.539640449,0.482584069,-0.339752204,0.012507698,-0.437324487,0.088733492,0.830854311,,0.663238511,0.144026111,0.477147175,0.402447958,,-0.051928602,-0.202167734,-0.126331115,0.485726874,,-3.234674552,0.106978797,0.032324568,0.367485494,0.308381377,0.397883038,0.825126305,0.960734518,-0.299581375,,0.714332539,-0.106275405,0.497537981,0.54822724,,-0.129079067,0.616406515,0.656973213,0.613434951,,,0.257068122,0.071919017,-0.264568956,,0.195779475,,-0.125711422,0.606347884,,,,,,,,,,,,,,,,
I102520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663238511,-0.229124101,1.252516849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I102550,,,,,,,,,,,,,1.228861348,,-1.424982282,,0.106351737,,,,,0.915401859,-2.180183023,,,0.740325724,,-0.570693915,,,0.88444448,,1.077401973,-0.996627938,,,0.838156361,,,,,,,,,,-0.406698383,1.025703874,-0.520022863,,0.744148954,-0.667866182,0.28525484,0.243390136,0.073797665,0.023410764,0.315053291,0.457265901,0.851281837,,0.567674882,,0.856287278,-1.648653337,,0.879285111,1.247268873,-0.322293021,-1.039907243,,-0.156416166,0.057204795,0.780017857,1.310051931,,,,-2.911091696,,,,,-0.754047025,,,,,,,,,,,,,,,,1.295707914,,,,,,,,,,-1.983941478,
I102900,,,,,,,,,,,,,,,-0.259015886,,,,,,0.509982444,,,,,0.501529526,,,,,0.469401034,,,,,,,,,,,,,,,,,,,,,,,,-0.903427211,0.343324638,0.775511084,,0.647266437,,,,,,,,,,0.126648234,,,1.10437049,,,,,,,,,,,0.728236862,,-0.820128182,,,,,,,,,,,,,,0.127663785,,,-0.742156659,,,,,,,,
I102901,,,,,,,,,,,,,,,-0.259015886,,,,,,0.509982444,,,,,0.501529526,,,,,0.469401034,,,,,,,,,,,,,,,,,,,,,,,,-0.903427211,0.343324638,0.775511084,,0.647266437,,,,,,,,,,0.126648234,,,1.10437049,,,,,,,,,,,0.728236862,,-0.820128182,,,,,,,,,,,,,,0.127663785,,,-0.742156659,,,,,,,,
I102971,-1.284888065,,,,,,,1.404407723,,,,,1.228861348,,-0.296801834,,0.93864991,,,,0.915573538,-1.228519956,1.117315838,,,0.098229282,0.862105101,,,,0.88444448,1.140366981,,,,0.783262828,,0.888847149,,,,,,,,-0.372149496,-1.770888922,-0.173252574,,,0.744148954,0.628607056,-1.899934352,-0.288000334,,0.663238511,-1.987235674,-1.133235994,1.412324186,,0.178551921,-1.217040213,-0.898829851,1.364589314,-0.916045967,,-2.906644977,-0.373399674,-0.904832399,,-1.416187083,1.10437049,0.600272792,,,,,-2.911091696,,,0.668730734,-0.626869496,-2.792187369,-0.662894208,-0.582103504,,,,,,,,,,,,0.637317418,,,,,-2.820244311,-2.048367504,,,,,0.297361349,,
I102985,,-1.153621242,1.042194778,,,,,0.357401549,0.623650975,,,0.961424665,-0.191772215,0.229935793,,,,-0.46992663,1.154531676,,,,,,,,,,,,,1.140366981,,,,,,,,,,,,,,,0.957492155,-1.056694166,-2.274584994,,,-1.555451707,-0.975872473,,,,0.775511084,-2.087537132,-1.953929909,,,0.880362911,1.29506656,,,,-2.906644977,-1.599959334,,,,1.10437049,-1.253044576,,,,-0.846133228,0.531968584,-2.630889036,,,0.989389318,1.029325776,-1.855153781,,,0.934582658,-1.339909616,,,,,1.035768813,1.231859042,,,0.637317418,0.919006691,-0.539790003,,,0.989583051,,-1.950931982,,,,-0.915769844,0.154721187,
I102993,,,,,,,,-1.736610801,-1.775868823,,,0.961424665,0.51387143,-0.938283692,,,,0.07719462,-1.649270509,,,,,,,,,,,,,1.140366981,-2.992377149,,,,,0.888847149,,,,,,,,,-0.133860276,-0.173252574,-2.274584994,,0.744148954,-1.555451707,-0.475919395,,,,-1.987235674,-1.530861468,-1.953929909,,,0.041401661,-1.212243623,1.364589314,,0.879285111,,-2.015200886,-1.89538126,,,1.10437049,-1.569298732,,,,1.00351133,0.302431232,,,,,-0.754047025,,,,,-3.602703453,0.929280315,,,,1.035768813,,,,,,,,,,,,,,,,,
I102995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.140366981,,,,,,,,,,,,,,,0.957492155,-1.056694166,-2.274584994,,,-1.555451707,-0.975872473,,,,0.775511084,-2.087537132,-1.953929909,,,0.880362911,1.29506656,,,,-2.906644977,-1.599959334,,,,1.10437049,-1.253044576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744148954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744148954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103023,,0.891186991,,,,,,1.404407723,1.423490908,,,0.045777624,-0.280561812,,,,0.476262036,0.025087834,,,-0.199801971,-0.513879351,,,,,,-0.570693915,,,,-0.868756182,-0.279191068,-0.229107393,,,,,,,,,,,,0.061410516,0.117990285,-0.034426038,1.234539268,,0.744148954,-1.555451707,-0.358283377,-0.738856816,,,0.775511084,-0.032119298,,,,0.880362911,-1.173066902,,,,-0.829688052,-0.786898953,-0.754749238,,0.851400568,-0.9899609,-1.02714875,1.310051931,,,1.00351133,1.22058064,,,,0.989389318,1.284093319,,,,-1.016659207,-2.094174228,,,,,1.035768813,,,,,-0.869843327,,,,,-0.646865751,,,,,,,
I103224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093466659,,,,0.768501411,1.25850162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093466659,,,,0.768501411,1.25850162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093466659,,,,0.768501411,1.25850162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29071921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103379,-1.005714532,0.891186991,-0.693736972,,,,0.329571655,0.806118481,-0.06192611,1.457629244,,0.961424665,-0.169574815,0.312708188,,,0.371173883,1.015116763,0.278343493,-0.108317845,,0.915401859,1.117315838,1.008354836,,,-0.424197752,,,,,0.582277213,1.077401973,0.28257297,,0.783262828,0.071713755,0.317296521,,,,,0.458133847,,,,0.56772343,0.396927842,-0.26937113,,,-0.121659705,0.400468941,-0.150989163,0.853875578,,,,,,,,,,,,,,,,,,,,,,0.012630316,0.482782008,,,0.668730734,0.418945031,0.799782743,0.032590544,0.204141277,,,,,,,,,,,,,-0.000973318,0.115744967,,,0.626742349,0.454314198,1.362918558,,,,,,
I103631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025703874,-0.169110437,,,,,,,,,,,,,,,,,,,0.699840029,-0.754749238,,,,1.382406727,1.310051931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I103746,,,,,,,,,,,,,,,,,,,,,,0.135793926,-1.520683251,,,,,1.01976818,-1.510405385,,0.88444448,-0.42926049,0.707422052,,,,0.838156361,-0.482874357,,,0.917436139,,-0.974195803,,,0.834278363,0.177954705,-1.387984764,,,0.744148954,0.441615724,-0.33752408,,,0.663238511,0.084824394,-0.128708482,0.570760662,,0.567674882,0.880362911,-0.624592799,1.364589314,,0.879285111,0.728029642,-0.786898953,-0.86881244,,0.095538018,0.685504212,-0.335517085,-1.909214681,,,,,,,,0.787356966,0.313550298,-0.596657565,,,,,,,,,,,,,,,,,,0.989583051,0.107789039,-1.950931982,,,,,,
I103959,0.017921757,-0.666762139,0.380887445,-0.106490799,,,0.67812979,0.197688742,0.807100501,,0.265060092,0.503601145,0.462714744,0.541460989,1.01799493,,0.418463552,0.627714138,0.641641032,,0.116498546,0.537062715,-0.052764403,0.231063644,,-0.135260334,0.476214245,,-0.156333186,,0.88444448,-0.888074674,0.873913016,0.384909042,,,-0.171304632,-0.482874357,-0.538361379,,,0.732577364,,,,0.422082178,0.300050932,0.539640449,0.444986309,-0.339752204,-0.036268386,-0.423780163,0.113301723,0.799996741,,0.663238511,0.144026111,0.505172584,0.290239488,,-0.051928602,-0.238252088,-0.146636796,0.360175097,-1.249402137,-1.17769472,0.170328245,0.139315453,0.40458167,0.308381377,0.397883038,0.825126305,0.913882051,-0.299581375,,0.714332539,-0.106275405,0.497537981,0.54822724,,-0.129079067,0.585324614,0.637064639,0.613434951,,,0.257068122,0.071919017,-0.264568956,,0.195779475,,-0.125711422,0.606347884,,,,,,,,,,,,,,,,
I104256,-3.239102797,,,,,,1.053500089,1.404407723,,,,0.961424665,0.323207452,1.787561773,,,0.93864991,,,,0.915573538,0.200761254,-0.785087351,,,-1.886432449,,,,,0.88444448,-0.42926049,,,-0.209593647,0.17084212,-0.311507548,,,,,0.86340191,,,,-1.226702563,0.801584665,,,,-1.01179006,1.107304868,-2.828639759,0.428364278,,-0.134603375,0.690503491,-0.729299005,-0.844041783,,0.125100965,0.163662346,0.054538747,0.192772728,,0.487479429,1.247268873,0.328155284,,,0.439111904,1.10437049,,,,0.532190235,0.607158924,-2.911091696,,,-4.118128076,,,,,,,-0.082801929,,,0.806221556,0.79156054,-0.254764781,-0.644674433,,,-0.449124786,,,,,-0.42146412,-2.048367504,,,,,,,
I104257,,,,,,,,,,,,,,,,,,,,,,0.915401859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121845802,,,,,-0.671532087,0.880362911,,,,0.291576588,,,,,0.095538018,,,,,,1.00351133,,,,,,,,,,,,,,,0.79156054,,,,,,,,,,,,,,,,,,
